Title,Text,Author,Source,Label
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Photographs Show Carcass of Loch Ness Monster,NaN,NaN,Snopes Aggregator,Unreliable
Was the Bitter Almond Tree Banned in 1995 Because B17 Fights Cancer?,NaN,NaN,Snopes Aggregator,Unreliable
UN Says Taking Kids to Church Violates Their Human Rights,NaN,NaN,Snopes Aggregator,Unreliable
Muslim Community Donates $87,NaN,NaN,Snopes Aggregator,Unreliable
Mexican Family Names Newborn After ‘Brexit’,NaN,NaN,Snopes Aggregator,Unreliable
What Obama Just Did to the White House Logo,NaN,NaN,Snopes Aggregator,Unreliable
Will Your Pet Snake ‘Measure’ You Before Eating You?,NaN,NaN,Snopes Aggregator,Unreliable
Mother Arrested After Tattooing Her Son and Attempting to Trade Him for Drugs,NaN,NaN,Snopes Aggregator,Unreliable
Texas Rules Kids Don’t Need to Be Schooled If They Believe in Rapture,NaN,NaN,Snopes Aggregator,Unreliable
Trump Vows to ‘Get Rid of the Library of Congress’,NaN,NaN,Snopes Aggregator,Unreliable
King Abdullah II Kills Queen Rania in Rome,NaN,NaN,Snopes Aggregator,Unreliable
Cormac McCarthy Death Hoax,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Ellen DeGeneres Is Leaving Her Show to Sell Skincare Products,NaN,NaN,Snopes Aggregator,Unreliable
President Obama is Giving $1,NaN,NaN,Snopes Aggregator,Unreliable
UN Vehicles and Trucks Spotted in Southern States,NaN,NaN,Snopes Aggregator,Unreliable
Does This Map Show Mad Cow Disease Prevalence vs. Brexit Voters?,NaN,NaN,Snopes Aggregator,Unreliable
Anti-Gun Senator Shoots Intruder,NaN,NaN,Snopes Aggregator,Unreliable
BREAKING: Feds Cancel ALL July 4th Fireworks Due to Terror Fears,NaN,NaN,Snopes Aggregator,Unreliable
Muslims Rally Around Image of Jesus’ Decapitated Head,NaN,NaN,Snopes Aggregator,Unreliable
Obama Declares November National Muslim Appreciation Month,NaN,NaN,Snopes Aggregator,Unreliable
‘British Refugees Welcome’ Sign on Madrid Building,NaN,NaN,Snopes Aggregator,Unreliable
Nine-Year-Old Murders Parents After They Turn Off Wi-Fi for Punishment,NaN,NaN,Snopes Aggregator,Unreliable
European Union Flag to Lose a Star After Brexit Vote,NaN,NaN,Snopes Aggregator,Unreliable
Rubio: ‘God Killed Gays in Orlando to Signal He Needs Me Back in the Senate’,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Las Vegas Parents Facing Charges for Modifying 8-Month-Old Baby’s Ears,NaN,NaN,Snopes Aggregator,Unreliable
‘Share the Safety’ Web Site Not Affiliated with the NRA,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Cheetah at a Dog Race?,NaN,NaN,Snopes Aggregator,Unreliable
Republican Party Declares Their Convention a ‘Gun-Free Zone’,NaN,NaN,Snopes Aggregator,Unreliable
Hank Williams,NaN,NaN,Snopes Aggregator,Unreliable
Yellowstone Evacuated Due to Volcanic Eruption,NaN,NaN,Snopes Aggregator,Unreliable
Thomas Jefferson on Gun Rights,NaN,NaN,Snopes Aggregator,Unreliable
Man Loses Genitals While Assaulting Woman Thanks to ‘Anti-Rape Device’,NaN,NaN,Snopes Aggregator,Unreliable
Michigan Right to Farm Act Repealed,NaN,NaN,Snopes Aggregator,Unreliable
Donald Trump Called Canadians ‘Snow Mexicans’,NaN,NaN,Snopes Aggregator,Unreliable
Rape Victim Performs ‘Self-Abortion’ with AR-15,NaN,NaN,Snopes Aggregator,Unreliable
‘Finding Nemo’ Sequel Features a Transgender Stingray,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Does This Photograph Show Whales Breaching Near a Small Boat?,NaN,NaN,Snopes Aggregator,Unreliable
Marijuana Is Moving to Schedule 2,NaN,NaN,Snopes Aggregator,Unreliable
Paul Ryan Confesses on National TV,NaN,NaN,Snopes Aggregator,Unreliable
DHS Quietly Moving,NaN,NaN,Snopes Aggregator,Unreliable
Baby Moose Holds Rainbow Flag,NaN,NaN,Snopes Aggregator,Unreliable
Sea Monster Spotted Near Antarctica,NaN,NaN,Snopes Aggregator,Unreliable
President Obama Signs Executive Order Banning the Sale of Assault Weapons,NaN,NaN,Snopes Aggregator,Unreliable
Google News Reported Orlando Pulse Shooting Hours in Advance,NaN,NaN,Snopes Aggregator,Unreliable
Steph Curry Suspended from NBA Finals,NaN,NaN,Snopes Aggregator,Unreliable
Jimmy Carter on the First Woman President,NaN,NaN,Snopes Aggregator,Unreliable
Facebook to Ban ‘Amen Posts’,NaN,NaN,Snopes Aggregator,Unreliable
New Implant Will Alert Your Cell Phone When ‘Your Man’ Is Cheating,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
‘Islamic Refugee’ with Gas Pipeline Plans Arrested in New Mexico Border County,NaN,NaN,Snopes Aggregator,Unreliable
Patience Carter Is a Victim,NaN,NaN,Snopes Aggregator,Unreliable
Jeff Bezos Revokes Donald Trump’s Amazon Shopping Privileges,NaN,NaN,Snopes Aggregator,Unreliable
Denny’s Waitress Assaulted by Muslims for Serving Bacon During Ramadan,NaN,NaN,Snopes Aggregator,Unreliable
World’s Largest Tortoise?,NaN,NaN,Snopes Aggregator,Unreliable
Canadian Prime Minister and Opposition Leader Share Kiss to Denounce Orlando Massacre,NaN,NaN,Snopes Aggregator,Unreliable
Pablo Reyes’ Facebook Prediction,NaN,NaN,Snopes Aggregator,Unreliable
Orlando Mass Shooting Math Doesn’t Add Up,NaN,NaN,Snopes Aggregator,Unreliable
Sean Hannity to be Fired for Comments About Muslims,NaN,NaN,Snopes Aggregator,Unreliable
Futuristic Audi Truck,NaN,NaN,Snopes Aggregator,Unreliable
Mexico to Close Border if Trump is Elected,NaN,NaN,Snopes Aggregator,Unreliable
Kevin Hart Beaten at Miami Club,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Ralph Macchio Death Hoax,NaN,NaN,Snopes Aggregator,Unreliable
Abandoned Military Base’s ‘Experimentation Room’,NaN,NaN,Snopes Aggregator,Unreliable
‘Multiple Shooters’ at Orlando Nightclub,NaN,NaN,Snopes Aggregator,Unreliable
Pat Robertson: “Orlando Shooting Is God’s Punishment for SCOTUS’ Same-Sex Marriage Ruling”,NaN,NaN,Snopes Aggregator,Unreliable
Barney Frank Criticizes Bernie Sanders,NaN,NaN,Snopes Aggregator,Unreliable
Google Manipulates Searches for Hillary Clinton,NaN,NaN,Snopes Aggregator,Unreliable
Jail Installs New Olympic-Sized Swimming Pool for Stanford Rapist,NaN,NaN,Snopes Aggregator,Unreliable
Did a Lion Take Revenge on a Trophy Hunter?,NaN,NaN,Snopes Aggregator,Unreliable
Judge Curiel a Member of ‘Latino KKK Hate Group’ Called ‘La Raza’,NaN,NaN,Snopes Aggregator,Unreliable
Senator Robert Byrd in Ku Klux Klan Garb,NaN,NaN,Snopes Aggregator,Unreliable
Dick Smith Statement About Halal Certifications as ‘Extortion’,NaN,NaN,Snopes Aggregator,Unreliable
Photograph of ‘Incontinent’ Hillary Clinton,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Donald Trump Protester Speaks Out: “I Was Paid $3,NaN,NaN,Snopes Aggregator,Unreliable
Tragically Hip Cancels Tour After Band Members Unable to Acquire Tickets,NaN,NaN,Snopes Aggregator,Unreliable
NFL Banning the National Anthem in 2017,NaN,NaN,Snopes Aggregator,Unreliable
Teenager Beaten by Anti-Trump Protester,NaN,NaN,Snopes Aggregator,Unreliable
Jack Black Death Hoax,NaN,NaN,Snopes Aggregator,Unreliable
Human/Gorilla Hybrid Infant Born in India,NaN,NaN,Snopes Aggregator,Unreliable
UCLA Students Rally Behind Isis,NaN,NaN,Snopes Aggregator,Unreliable
Teddy Roosevelt on Conservatives vs. Liberals,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton Blames Racism for Cincinnati Gorilla’s Death,NaN,NaN,Snopes Aggregator,Unreliable
The ‘Merrylin Cryptid Museum’,NaN,NaN,Snopes Aggregator,Unreliable
Muslim Men Auctioning off Women in England,NaN,NaN,Snopes Aggregator,Unreliable
Swedish Girl Refugee Assault,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Couple Buys Limited Edition Beanie Baby Worth Thousands for £10,NaN,NaN,Snopes Aggregator,Unreliable
‘WhatsApp Gold’ Virus,NaN,NaN,Snopes Aggregator,Unreliable
Mysterious ‘4-Metre Long Sea Creature’ Washes Ashore,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton Paid Actor to Impersonate Military Member,NaN,NaN,Snopes Aggregator,Unreliable
Misaligned Bridge,NaN,NaN,Snopes Aggregator,Unreliable
Doctor Finds Boys Missing Hamster Wedged Into 700 Pound Mom’s Back Fat,NaN,NaN,Snopes Aggregator,Unreliable
Yosemite Sam Banned,NaN,NaN,Snopes Aggregator,Unreliable
Sarah Palin on Slavery,NaN,NaN,Snopes Aggregator,Unreliable
Police Going to Pubs and Banning England Football Jerseys,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton to Be Indicted on Federal Racketeering Charges,NaN,NaN,Snopes Aggregator,Unreliable
Trump Haters and Trump Supporters,NaN,NaN,Snopes Aggregator,Unreliable
Does This Photograph Show Eight Rainbows?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Obama Apologizes for Dropping Atomic Bomb on Japan?,NaN,NaN,Snopes Aggregator,Unreliable
Kim Kardashian to Replace Cookie on ‘Empire’,NaN,NaN,Snopes Aggregator,Unreliable
Anonymous Hacks IRS Database – Publishes Trump’s Tax Returns,NaN,NaN,Snopes Aggregator,Unreliable
‘Rare Black Rose’ Only Grows in a Village in Turkey,NaN,NaN,Snopes Aggregator,Unreliable
Paris Under Muslim Siege,NaN,NaN,Snopes Aggregator,Unreliable
National Geographic Camerman Eaten Alive During Shooting,NaN,NaN,Snopes Aggregator,Unreliable
Donald Trump Just Admitted He Was a Hillary Clinton Plant the Whole Time,NaN,NaN,Snopes Aggregator,Unreliable
Oprah Endorses Donald Trump,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton Used Model from Syphilis PSA?,NaN,NaN,Snopes Aggregator,Unreliable
Little-Known Norman Rockwell Painting: ‘Cat Prevents House Fire’,NaN,NaN,Snopes Aggregator,Unreliable
Anti-Trump Protesters Break Horse’s Leg,NaN,NaN,Snopes Aggregator,Unreliable
American Immunity to the Zika Virus,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
